MAT-2002,3,Ecuaciones Diferenciales
MAT-1202,3,Calculo Integral + Ej
MAT-1201,3,Calculo Diferencial + Ej
MAT-2203,3,Calculo Vectorial
QUI-1003,3,Quimica General 1 + Lab/Ej
IME-2002,3,Ing. Mecanica: Introduccion
ARL-1002,3,Cosmos
DEP-0010,1,Deportes
